wandb: Currently logged in as: k-birgi. Use `wandb login --relogin` to force relogin
wandb: wandb version 0.16.3 is available!  To upgrade, please run:
wandb:  $ pip install wandb --upgrade
wandb: Tracking run with wandb version 0.15.12
wandb: Run data is saved locally in /cluster/home/kbirgi/yolact_BscThesis/wandb/run-20240210_174349-6vedayuk
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run twinkling-moon-18
wandb: ⭐️ View project at https://wandb.ai/k-birgi/BscThesis
wandb: 🚀 View run at https://wandb.ai/k-birgi/BscThesis/runs/6vedayuk
/cluster/apps/nss/gcc-8.2.0/python/3.11.2/x86_64/lib64/python3.11/site-packages/torch/jit/_recursive.py:260: UserWarning: 'lat_layers' was found in ScriptModule constants,  but it is a non-constant submodule. Consider removing it.
  warnings.warn("'{}' was found in ScriptModule constants, "
/cluster/apps/nss/gcc-8.2.0/python/3.11.2/x86_64/lib64/python3.11/site-packages/torch/jit/_recursive.py:260: UserWarning: 'downsample_layers' was found in ScriptModule constants,  but it is a non-constant submodule. Consider removing it.
  warnings.warn("'{}' was found in ScriptModule constants, "
/cluster/apps/nss/gcc-8.2.0/python/3.11.2/x86_64/lib64/python3.11/site-packages/torch/jit/_recursive.py:260: UserWarning: 'pred_layers' was found in ScriptModule constants,  but it is a non-constant submodule. Consider removing it.
  warnings.warn("'{}' was found in ScriptModule constants, "
loading annotations into memory...
Done (t=27.09s)
creating index...
index created!
loading annotations into memory...
Done (t=1.03s)
creating index...
index created!
Initializing weights...
size per epoch: 5045
number of epochs: 8
Begin training!

/cluster/home/kbirgi/yolact_BscThesis/utils/augmentations.py:329: VisibleDeprecationWarning: Creating an ndarray from ragged nested sequences (which is a list-or-tuple of lists-or-tuples-or ndarrays with different lengths or shapes) is deprecated. If you meant to do this, you must specify 'dtype=object' when creating the ndarray.
  mode = random.choice(self.sample_options)
Epoch:   0 | Iteration       0 || B: 6.118 | C: 12.401 | M: 5.017 | S: 1.937 | T: 25.473 || ETA: 3 days, 16:39:31 || timer: 7.979
Epoch:   0 | Iteration      10 || B: 5.987 | C: 8.346 | M: 4.250 | S: 1.343 | T: 19.926 || ETA: 22:13:43 || timer: 1.654
Epoch:   0 | Iteration      20 || B: 5.436 | C: 7.025 | M: 3.912 | S: 0.866 | T: 17.239 || ETA: 20:51:48 || timer: 1.440
Epoch:   0 | Iteration      30 || B: 5.320 | C: 6.304 | M: 3.739 | S: 0.642 | T: 16.005 || ETA: 20:52:22 || timer: 1.445
Epoch:   0 | Iteration      40 || B: 5.263 | C: 5.807 | M: 3.651 | S: 0.514 | T: 15.235 || ETA: 21:04:17 || timer: 2.064
Epoch:   0 | Iteration      50 || B: 5.143 | C: 5.454 | M: 3.557 | S: 0.434 | T: 14.588 || ETA: 21:15:08 || timer: 1.716
Epoch:   0 | Iteration      60 || B: 5.126 | C: 5.182 | M: 3.495 | S: 0.376 | T: 14.178 || ETA: 21:10:28 || timer: 1.227
Epoch:   0 | Iteration      70 || B: 5.078 | C: 4.980 | M: 3.479 | S: 0.337 | T: 13.873 || ETA: 21:01:52 || timer: 2.651
Epoch:   0 | Iteration      80 || B: 5.046 | C: 4.823 | M: 3.477 | S: 0.305 | T: 13.651 || ETA: 21:23:47 || timer: 1.791
Epoch:   0 | Iteration      90 || B: 5.027 | C: 4.701 | M: 3.427 | S: 0.281 | T: 13.436 || ETA: 21:35:45 || timer: 2.309
Epoch:   0 | Iteration     100 || B: 4.991 | C: 4.515 | M: 3.374 | S: 0.244 | T: 13.124 || ETA: 21:53:12 || timer: 2.043
Epoch:   0 | Iteration     110 || B: 4.878 | C: 4.073 | M: 3.262 | S: 0.123 | T: 12.337 || ETA: 21:45:09 || timer: 2.704
Epoch:   0 | Iteration     120 || B: 4.871 | C: 3.860 | M: 3.218 | S: 0.095 | T: 12.044 || ETA: 21:46:28 || timer: 2.651
Epoch:   0 | Iteration     130 || B: 4.825 | C: 3.730 | M: 3.157 | S: 0.085 | T: 11.798 || ETA: 21:57:03 || timer: 1.633
Epoch:   0 | Iteration     140 || B: 4.821 | C: 3.648 | M: 3.098 | S: 0.080 | T: 11.647 || ETA: 22:07:35 || timer: 1.687
Epoch:   0 | Iteration     150 || B: 4.842 | C: 3.586 | M: 3.051 | S: 0.076 | T: 11.555 || ETA: 22:18:28 || timer: 2.818
Epoch:   0 | Iteration     160 || B: 4.840 | C: 3.556 | M: 3.504 | S: 0.075 | T: 11.974 || ETA: 22:21:09 || timer: 2.009
Epoch:   0 | Iteration     170 || B: 4.854 | C: 3.549 | M: 3.525 | S: 0.083 | T: 12.012 || ETA: 22:14:17 || timer: 1.678
Epoch:   0 | Iteration     180 || B: 4.877 | C: 3.532 | M: 3.495 | S: 0.088 | T: 11.992 || ETA: 22:12:41 || timer: 1.672
Epoch:   0 | Iteration     190 || B: 4.846 | C: 3.510 | M: 3.532 | S: 0.089 | T: 11.977 || ETA: 22:19:18 || timer: 2.777
Epoch:   0 | Iteration     200 || B: 4.824 | C: 3.483 | M: 3.533 | S: 0.090 | T: 11.930 || ETA: 22:19:56 || timer: 1.354
Epoch:   0 | Iteration     210 || B: 4.790 | C: 3.464 | M: 3.513 | S: 0.090 | T: 11.858 || ETA: 22:19:38 || timer: 1.805
Epoch:   0 | Iteration     220 || B: 4.779 | C: 3.451 | M: 3.545 | S: 0.091 | T: 11.866 || ETA: 22:16:49 || timer: 1.923
Epoch:   0 | Iteration     230 || B: 4.796 | C: 3.425 | M: 3.582 | S: 0.092 | T: 11.894 || ETA: 22:18:17 || timer: 2.064
Epoch:   0 | Iteration     240 || B: 4.771 | C: 3.407 | M: 3.644 | S: 0.093 | T: 11.914 || ETA: 22:21:12 || timer: 1.673
Epoch:   0 | Iteration     250 || B: 4.777 | C: 3.394 | M: 3.694 | S: 0.093 | T: 11.957 || ETA: 22:27:46 || timer: 2.356
Epoch:   0 | Iteration     260 || B: 4.783 | C: 3.369 | M: 3.218 | S: 0.091 | T: 11.461 || ETA: 22:28:48 || timer: 2.058
Epoch:   0 | Iteration     270 || B: 4.749 | C: 3.323 | M: 3.142 | S: 0.079 | T: 11.292 || ETA: 22:25:15 || timer: 1.416
Epoch:   0 | Iteration     280 || B: 4.717 | C: 3.287 | M: 3.101 | S: 0.072 | T: 11.176 || ETA: 22:26:33 || timer: 1.998
Epoch:   0 | Iteration     290 || B: 4.701 | C: 3.258 | M: 3.039 | S: 0.070 | T: 11.069 || ETA: 22:25:51 || timer: 3.258
Epoch:   0 | Iteration     300 || B: 4.671 | C: 3.249 | M: 3.004 | S: 0.067 | T: 10.992 || ETA: 22:28:14 || timer: 1.975
Epoch:   0 | Iteration     310 || B: 4.689 | C: 3.245 | M: 3.019 | S: 0.066 | T: 11.020 || ETA: 22:33:23 || timer: 2.151
Epoch:   0 | Iteration     320 || B: 4.673 | C: 3.233 | M: 2.936 | S: 0.066 | T: 10.908 || ETA: 22:35:03 || timer: 2.698
Epoch:   0 | Iteration     330 || B: 4.643 | C: 3.224 | M: 2.909 | S: 0.065 | T: 10.841 || ETA: 22:35:12 || timer: 2.026
Epoch:   0 | Iteration     340 || B: 4.619 | C: 3.215 | M: 2.852 | S: 0.063 | T: 10.750 || ETA: 22:38:12 || timer: 1.221
Epoch:   0 | Iteration     350 || B: 4.578 | C: 3.202 | M: 2.804 | S: 0.064 | T: 10.648 || ETA: 22:41:25 || timer: 2.267
